Vendor ID,Name,Category,Risk Score,Risk Tier,Anomaly Type,Severity,Recommended Action,Contract End,Last Assessment
VND-0238,Owens-Mccullough,Cloud Provider,14.4,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-04-03,2024-05-16
VND-0264,Holmes Inc,Security Vendor,14.4,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-08-02,2025-11-06
VND-0096,Lawrence LLC,Contractor,14.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-12-17,2024-12-19
VND-0219,Yates and Sons,Software Vendor,14.0,Medium,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2026-06-10,2026-05-20
VND-0354,Thompson-Cochran,Backup Provider,13.6,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-01-24,2026-01-14
VND-0391,Greer-Jones,Consulting,13.6,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-09-24,2024-06-22
VND-0398,Livingston-Kennedy,Security Vendor,13.6,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-05-16,2025-03-12
VND-0202,Matthews-Walker,Software Vendor,13.4,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-11-02,2025-07-25
VND-0326,Perez-Hess,Data Analytics,13.2,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-08-28,2025-02-15
VND-0029,"Parker, Russo and Curry",Cloud Provider,13.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-11-13,2025-01-05
VND-0059,Robinson-Mendoza,Backup Provider,13.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-06-11,2026-04-17
VND-0109,Hubbard-Monroe,Cloud Provider,13.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-07-22,2025-09-26
VND-0116,"Morales, Bryant and Hanson",Security Vendor,13.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-02-14,2024-09-11
VND-0025,"Hoffman, Santos and Gonzalez",HR Platform,12.4,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-12-25,2025-03-12
VND-0012,Tucker LLC,Data Analytics,12.2,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-08-19,2024-03-13
VND-0024,"Turner, Stewart and Bailey",Cloud Provider,12.2,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-01-08,2024-11-06
VND-0055,Freeman and Sons,Cloud Provider,12.2,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-10-22,2024-04-03
VND-0017,Lang PLC,Software Vendor,12.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-01-09,2026-07-18
VND-0069,"Murphy, Anderson and Nichols",Security Vendor,12.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-08-08,2024-06-27
VND-0139,"Johnson, Williams and Mccarthy",Cloud Provider,12.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2027-06-13,2024-09-28
VND-0061,"Ortega, Vega and Gibson",Data Analytics,11.5,Medium,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2028-01-09,2025-05-11
VND-0232,"Webb, Rivera and Walker",Cloud Provider,11.5,Medium,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2023-09-02,2026-12-12
VND-0125,Reed-Lang,Security Vendor,11.4,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-07-25,2026-03-15
VND-0143,Hernandez Group,Contractor,11.4,Medium,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2027-04-06,2024-08-23
VND-0234,Garcia-Hernandez,Contractor,11.4,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-04-30,2026-06-21
VND-0253,Kennedy-Jackson,Software Vendor,11.4,Medium,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2027-06-17,2024-09-06
VND-0054,Delgado Ltd,IT Services,11.2,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-09-13,2026-02-11
VND-0280,"Lopez, Castro and Buck",Contractor,11.0,Medium,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-10-11,2026-08-29
VND-0340,Smith LLC,Software Vendor,10.7,Medium,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2028-07-10,2025-02-22
VND-0091,Peterson-Cook,Software Vendor,10.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-03-19,2026-08-02
VND-0087,Gilbert-Hancock,Software Vendor,10.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-03-13,2024-11-20
VND-0305,Thomas Inc,HR Platform,10.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-03-30,2026-06-01
VND-0392,King Inc,Contractor,9.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-02-27,2024-05-12
VND-0397,Stein-Melton,Security Vendor,9.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2027-04-21,2026-11-14
VND-0018,"Sanders, Davis and Fisher",Software Vendor,9.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-05-16,2024-07-18
VND-0213,Frazier Ltd,Payment Processor,9.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-11-27,2026-01-21
VND-0241,"Horn, Davis and Hooper",Software Vendor,9.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-02-04,2024-09-29
VND-0303,Rodriguez-Moore,Software Vendor,9.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-08-18,2026-09-20
VND-0105,Richardson Group,Software Vendor,8.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-10-24,2025-03-30
VND-0046,"Williams, James and Rivera",IT Services,8.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-09-24,2024-04-29
VND-0088,"Beard, Andersen and Fields",Security Vendor,8.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-09-17,2025-06-09
VND-0099,Moss-Cross,Cloud Provider,8.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-01-30,2024-05-16
VND-0274,Perkins-Velazquez,Software Vendor,8.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-07-16,2025-04-30
VND-0374,Thompson and Sons,Consulting,8.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-04-22,2025-02-26
VND-0056,Hill and Sons,Security Vendor,8.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-12-14,2024-08-14
VND-0263,Jarvis-Willis,Security Vendor,8.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-04-28,2024-04-08
VND-0186,Bruce Inc,IT Services,8.2,Low,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2024-09-08,2024-08-13
VND-0278,Russell-Paul,Software Vendor,8.2,Low,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2027-01-26,2026-07-18
VND-0287,Knight PLC,Security Vendor,8.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-05-07,2025-07-01
VND-0128,"Rivera, Munoz and Moran",Consulting,7.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-01-26,2024-01-17
VND-0190,Powell LLC,Consulting,7.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-09-29,2024-05-13
VND-0281,"Leach, Turner and Monroe",Payment Processor,7.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2027-02-25,2024-07-06
VND-0093,Burns-Morales,IT Services,7.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-01-28,2025-12-07
VND-0259,Mitchell-Lane,Cloud Provider,7.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-06-03,2026-02-11
VND-0323,"Griffin, Taylor and Terrell",Contractor,7.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-01-22,2026-06-03
VND-0121,Fuller PLC,Software Vendor,7.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-08-31,2025-06-28
VND-0176,Reed and Sons,Software Vendor,7.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-08-07,2026-11-04
VND-0021,Miles-Hanson,Software Vendor,6.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-11-14,2025-06-29
VND-0038,Aguirre-Mayer,Security Vendor,6.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-03-19,2025-05-22
VND-0158,"Morales, Castillo and Jones",Cloud Provider,6.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-08-30,2025-06-02
VND-0302,"Williams, Smith and Pearson",Security Vendor,6.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-11-12,2024-12-25
VND-0273,Johnson LLC,Security Vendor,6.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-12-23,2026-08-18
VND-0329,"Robinson, Morales and Flores",Software Vendor,6.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-06-26,2024-01-25
VND-0358,Travis-Velez,Consulting,6.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-06-21,2025-09-01
VND-0001,Jackson-Robinson,Software Vendor,5.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-10-13,2024-10-27
VND-0218,Terry Inc,Security Vendor,5.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-08-21,2024-06-30
VND-0040,Lynch LLC,Payment Processor,5.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-06-17,2025-03-13
VND-0233,Ibarra Ltd,Payment Processor,5.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-03-28,2026-10-24
VND-0341,Ayers-Bryan,Backup Provider,5.4,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-05-26,2024-08-08
VND-0103,"Lutz, Mcmahon and Adams",Consulting,5.2,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2024-03-04,2025-04-18
VND-0031,Edwards LLC,Software Vendor,5.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-06-17,2024-02-26
VND-0037,Graham-Hammond,Cloud Provider,5.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2023-06-20,2024-05-29
VND-0058,Wagner Inc,Contractor,5.0,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2027-02-06,2024-05-25
VND-0137,Henderson-Mann,Software Vendor,4.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-07-15,2026-04-07
VND-0312,"Willis, Aguilar and Vargas",IT Services,4.6,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2025-07-16,2024-08-20
VND-0383,Baird PLC,IT Services,4.6,Low,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2024-11-10,2024-06-02
VND-0053,"Mcintosh, Briggs and Hopkins",Data Analytics,4.5,Low,HIGH_RISK_SCORE,HIGH,Escalate to risk committee for formal review.,2023-07-12,2024-09-05
VND-0188,Buck-Williams,Software Vendor,3.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2028-04-01,2024-02-09
VND-0129,Garcia-Morgan,Security Vendor,2.8,Low,EXPIRED_CERTIFICATION,HIGH,Request updated certification from vendor within 30 days.,2026-01-13,2026-04-23
VND-0221,Walker-Mcmahon,Security Vendor,23.0,High,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-09-19,2024-05-09
VND-0174,Rojas LLC,Contractor,16.0,High,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-07-28,2026-02-03
VND-0009,Nguyen-Clark,Backup Provider,15.5,High,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2027-06-04,2024-08-03
VND-0117,Smith-Robles,Cloud Provider,15.0,High,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-11-22,2025-02-06
VND-0165,Liu-Cole,Contractor,14.6,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-05-01,2024-05-04
VND-0352,Kramer-Browning,Payment Processor,14.4,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-12-29,2024-07-11
VND-0132,Gordon and Sons,Security Vendor,14.2,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-11-10,2025-05-29
VND-0243,Miller LLC,Cloud Provider,14.2,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-02-21,2025-04-05
VND-0250,"Schwartz, Nelson and Cohen",Contractor,14.1,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-09-03,2024-07-23
VND-0245,Nolan PLC,Software Vendor,13.7,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2025-10-28,2024-07-11
VND-0135,Wood-Jimenez,Software Vendor,13.2,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2026-03-03,2024-12-16
VND-0230,Thompson PLC,Software Vendor,13.0,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2028-09-08,2026-08-19
VND-0026,"Travis, Hicks and Wright",Security Vendor,12.9,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-01-28,2024-10-28
VND-0214,"Delgado, White and Taylor",Software Vendor,12.5,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-05-02,2026-04-05
VND-0016,Strong-Lawrence,Cloud Provider,12.4,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-11-15,2025-02-25
VND-0237,Gilmore PLC,IT Services,12.4,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-04-28,2024-04-05
VND-0208,Morris PLC,Software Vendor,12.2,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-04-01,2026-03-01
VND-0389,Campos and Sons,Contractor,12.2,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-04-24,2026-11-14
VND-0092,Hodges Inc,Cloud Provider,12.0,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2026-04-23,2025-12-15
VND-0057,Moore-Pope,Cloud Provider,11.9,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-09-17,2024-07-09
VND-0311,Townsend-Black,Cloud Provider,11.8,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-05-02,2024-09-21
VND-0225,Melendez and Sons,Security Vendor,11.6,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-09-29,2026-07-07
VND-0192,"Moore, Davis and Perez",Contractor,11.4,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-11-24,2025-12-14
VND-0388,Jennings-Smith,Payment Processor,11.3,Medium,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2023-07-01,2026-01-20
VND-0071,Kline-Lin,Consulting,11.2,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-01-08,2025-06-03
VND-0153,Rodriguez-Jacobs,HR Platform,11.0,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-04-13,2024-08-14
VND-0164,Smith-Hurley,HR Platform,11.0,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-12-24,2025-03-18
VND-0180,Johnson-Case,Payment Processor,11.0,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-03-15,2024-03-30
VND-0199,"Howard, Mitchell and Burnett",Cloud Provider,11.0,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-12-11,2025-05-18
VND-0268,Ellis-Russell,Software Vendor,10.7,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-10-08,2025-03-29
VND-0173,Boyle-Richards,Payment Processor,10.6,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2028-11-09,2025-03-02
VND-0246,"Ruiz, Williams and Turner",Cloud Provider,10.6,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-11-01,2024-04-30
VND-0068,Liu Group,Cloud Provider,10.5,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2026-01-14,2024-05-13
VND-0161,Thompson LLC,Contractor,10.5,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-05-21,2026-06-18
VND-0254,Johnson PLC,Backup Provider,10.5,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2028-05-22,2025-05-23
VND-0350,Martin PLC,IT Services,10.5,Medium,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2025-12-11,2024-07-12
VND-0375,Chen and Sons,Consulting,10.5,Medium,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-09-26,2024-08-22
VND-0142,Smith-Green,Software Vendor,10.4,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-07-14,2024-07-08
VND-0298,Williams-Alexander,Software Vendor,10.2,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2027-06-18,2026-09-19
VND-0365,Wallace LLC,Contractor,10.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-06-12,2024-11-24
VND-0381,Frey-Cunningham,IT Services,10.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-10-28,2025-02-01
VND-0085,"Buck, Camacho and Bowers",Payment Processor,10.1,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-01-03,2024-11-05
VND-0400,Burch-Perez,Software Vendor,10.1,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-02-23,2025-10-17
VND-0082,Gomez-Goodman,IT Services,10.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-02-15,2024-03-26
VND-0107,Gonzales Inc,Cloud Provider,10.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-09-15,2025-01-18
VND-0167,Freeman-Waters,Software Vendor,10.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-07-01,2024-05-10
VND-0171,"Marshall, Ramos and Ferguson",Security Vendor,10.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-11-29,2024-10-12
VND-0235,Hunt-Mendez,Software Vendor,10.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-05-31,2025-10-01
VND-0313,Graham and Sons,Security Vendor,10.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-12-06,2025-10-28
VND-0317,Thompson-Mitchell,HR Platform,10.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-12-09,2024-07-12
VND-0361,Anderson Inc,Contractor,9.9,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2025-09-05,2025-03-27
VND-0075,Haynes-Aguirre,IT Services,9.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-04-21,2025-09-03
VND-0124,"Morris, Gutierrez and Mccann",Software Vendor,9.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-01-14,2025-01-29
VND-0210,"Mckinney, Meyer and Farrell",Cloud Provider,9.5,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2026-08-12,2025-08-25
VND-0296,Payne-Fernandez,Software Vendor,9.5,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2023-08-10,2026-03-31
VND-0314,Reeves-Baker,Software Vendor,9.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-05-23,2025-09-10
VND-0072,Livingston-Bryant,Contractor,9.4,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2025-07-24,2025-08-22
VND-0256,"Davis, Davis and Montgomery",Data Analytics,9.4,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-01-16,2024-02-18
VND-0010,"Brown, Clark and Marshall",Contractor,9.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2025-08-16,2026-08-13
VND-0023,Weaver Inc,Security Vendor,9.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-11-12,2026-01-21
VND-0307,"Hahn, Griffin and Collins",IT Services,9.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-08-27,2024-10-29
VND-0370,Herring-Mills,Software Vendor,9.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-05-25,2024-09-13
VND-0131,Lewis Inc,Security Vendor,8.9,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2025-05-20,2024-10-14
VND-0028,"Stanley, Farmer and Haley",Backup Provider,8.7,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-02-10,2025-04-28
VND-0005,"Lewis, Williams and Buck",Data Analytics,8.6,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-02-21,2024-03-01
VND-0077,"Davis, Reynolds and Turner",Contractor,8.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-02-27,2025-07-20
VND-0193,Anderson-Newman,Consulting,8.5,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-05-18,2024-01-02
VND-0200,Keller-Stone,Consulting,8.5,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2024-06-18,2026-09-12
VND-0222,Buckley Inc,Consulting,8.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-01-08,2024-12-04
VND-0336,"Myers, Smith and Avila",Cloud Provider,8.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-10-09,2025-05-11
VND-0399,"Molina, Hanson and Morrison",IT Services,8.5,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2028-03-23,2025-01-14
VND-0304,Harmon Inc,Software Vendor,8.4,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-02-15,2025-05-09
VND-0187,"Hart, Wright and Barnes",Cloud Provider,8.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-06-29,2024-12-02
VND-0271,Cervantes-Pearson,Cloud Provider,8.1,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2027-04-24,2025-07-07
VND-0100,Hernandez-Jenkins,Payment Processor,8.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-08-10,2024-10-24
VND-0144,Kelley PLC,Cloud Provider,8.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-06-05,2025-03-19
VND-0160,"Lee, Wilson and Smith",Contractor,8.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-09-19,2024-03-22
VND-0177,Arroyo PLC,Cloud Provider,8.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-09-02,2024-03-23
